Column1,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,MONTH
14620,46219a74-c2db-4479-a96a-d3ee54d1ea7f,indifferent,10-04-2021 13:47,GIF,soccer,neutral,20,4
14621,46219a74-c2db-4479-a96a-d3ee54d1ea7f,worried,21-01-2021 08:12,GIF,soccer,negative,12,1
14622,46219a74-c2db-4479-a96a-d3ee54d1ea7f,like,13-10-2020 03:31,GIF,soccer,positive,50,10
14623,46219a74-c2db-4479-a96a-d3ee54d1ea7f,dislike,16-08-2020 05:47,GIF,soccer,negative,10,8
14624,46219a74-c2db-4479-a96a-d3ee54d1ea7f,adore,31-10-2020 06:14,GIF,soccer,positive,72,10
14625,46219a74-c2db-4479-a96a-d3ee54d1ea7f,interested,30-10-2020 10:24,GIF,soccer,positive,30,10
14626,46219a74-c2db-4479-a96a-d3ee54d1ea7f,indifferent,10-03-2021 12:25,GIF,soccer,neutral,20,3
14627,46219a74-c2db-4479-a96a-d3ee54d1ea7f,heart,31-07-2020 08:37,GIF,soccer,positive,60,7
14628,46219a74-c2db-4479-a96a-d3ee54d1ea7f,worried,20-11-2020 14:57,GIF,soccer,negative,12,11
14629,46219a74-c2db-4479-a96a-d3ee54d1ea7f,dislike,01-10-2020 23:23,GIF,soccer,negative,10,10
14630,46219a74-c2db-4479-a96a-d3ee54d1ea7f,interested,02-07-2020 22:00,GIF,soccer,positive,30,7
14631,46219a74-c2db-4479-a96a-d3ee54d1ea7f,super love,29-03-2021 07:24,GIF,soccer,positive,75,3
14632,46219a74-c2db-4479-a96a-d3ee54d1ea7f,love,15-02-2021 13:38,GIF,soccer,positive,65,2
14633,46219a74-c2db-4479-a96a-d3ee54d1ea7f,cherish,20-09-2020 09:38,GIF,soccer,positive,70,9
14634,46219a74-c2db-4479-a96a-d3ee54d1ea7f,want,04-06-2021 00:24,GIF,soccer,positive,70,6
14635,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,18-08-2020 00:50,audio,science,negative,15,8
14636,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,29-06-2020 01:33,audio,science,positive,30,6
14637,1cd59d79-a2ca-4a99-92aa-2775117c4589,heart,15-04-2021 07:26,audio,science,positive,60,4
14638,1cd59d79-a2ca-4a99-92aa-2775117c4589,cherish,18-10-2020 02:29,audio,science,positive,70,10
14639,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,20-12-2020 10:30,audio,science,positive,70,12
14640,1cd59d79-a2ca-4a99-92aa-2775117c4589,disgust,06-05-2021 04:30,audio,science,negative,0,5
14641,1cd59d79-a2ca-4a99-92aa-2775117c4589,heart,08-05-2021 00:11,audio,science,positive,60,5
14642,1cd59d79-a2ca-4a99-92aa-2775117c4589,indifferent,04-02-2021 02:19,audio,science,neutral,20,2
14643,1cd59d79-a2ca-4a99-92aa-2775117c4589,intrigued,17-06-2021 10:00,audio,science,positive,45,6
14644,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,25-07-2020 04:33,audio,science,negative,10,7
14645,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,29-09-2020 06:54,audio,science,positive,70,9
14646,1cd59d79-a2ca-4a99-92aa-2775117c4589,disgust,22-12-2020 10:45,audio,science,negative,0,12
14647,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,05-02-2021 10:22,audio,science,negative,10,2
14648,1cd59d79-a2ca-4a99-92aa-2775117c4589,cherish,13-04-2021 10:45,audio,science,positive,70,4
14649,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,23-04-2021 21:21,audio,science,positive,30,4
14650,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,16-02-2021 02:10,audio,science,positive,30,2
14651,1cd59d79-a2ca-4a99-92aa-2775117c4589,like,11-12-2020 18:05,audio,science,positive,50,12
14652,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,21-04-2021 12:57,audio,science,negative,15,4
14653,1cd59d79-a2ca-4a99-92aa-2775117c4589,hate,16-07-2020 09:16,audio,science,negative,5,7
14654,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,13-11-2020 21:27,audio,science,negative,15,11
14655,1cd59d79-a2ca-4a99-92aa-2775117c4589,peeking,09-06-2021 07:09,audio,science,neutral,35,6
14656,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,24-04-2021 04:54,audio,science,positive,70,4
14657,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,29-12-2020 01:18,audio,science,positive,70,12
14658,1cd59d79-a2ca-4a99-92aa-2775117c4589,love,06-05-2021 11:11,audio,science,positive,65,5
14659,1cd59d79-a2ca-4a99-92aa-2775117c4589,like,04-08-2020 20:00,audio,science,positive,50,8
14660,1cd59d79-a2ca-4a99-92aa-2775117c4589,worried,10-01-2021 02:19,audio,science,negative,12,1
14661,1cd59d79-a2ca-4a99-92aa-2775117c4589,worried,04-12-2020 09:18,audio,science,negative,12,12
14662,1cd59d79-a2ca-4a99-92aa-2775117c4589,disgust,23-07-2020 06:53,audio,science,negative,0,7
14663,1cd59d79-a2ca-4a99-92aa-2775117c4589,love,26-01-2021 13:50,audio,science,positive,65,1
14664,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,02-03-2021 19:16,audio,science,negative,10,3
14665,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,31-03-2021 20:11,audio,science,negative,15,3
14666,1cd59d79-a2ca-4a99-92aa-2775117c4589,super love,19-10-2020 01:05,audio,science,positive,75,10
14667,1cd59d79-a2ca-4a99-92aa-2775117c4589,hate,23-09-2020 16:33,audio,science,negative,5,9
14668,1cd59d79-a2ca-4a99-92aa-2775117c4589,adore,17-04-2021 01:15,audio,science,positive,72,4
14669,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,29-08-2020 20:20,audio,science,positive,30,8
14670,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,want,09-01-2021 00:56,photo,dogs,positive,70,1
14671,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,super love,03-07-2020 20:11,photo,dogs,positive,75,7
14672,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,adore,11-03-2021 05:41,photo,dogs,positive,72,3
14673,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,indifferent,28-03-2021 02:00,photo,dogs,neutral,20,3
14674,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,adore,02-11-2020 23:10,photo,dogs,positive,72,11
14675,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,interested,21-09-2020 08:11,photo,dogs,positive,30,9
14676,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,intrigued,27-02-2021 22:43,photo,dogs,positive,45,2
14677,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,like,26-01-2021 10:45,photo,dogs,positive,50,1
14678,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,dislike,20-10-2020 03:39,photo,dogs,negative,10,10
14679,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,worried,28-02-2021 11:55,photo,dogs,negative,12,2
14680,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,super love,18-11-2020 01:26,photo,dogs,positive,75,11
14681,f6fed2d9-0e25-48b8-bb76-f7cb0667553a,worried,13-04-2021 23:40,audio,soccer,negative,12,4
14682,f6fed2d9-0e25-48b8-bb76-f7cb0667553a,intrigued,11-02-2021 18:04,audio,soccer,positive,45,2
14683,12c49449-a896-48cb-a33b-47e8952f23a7,adore,04-01-2021 05:33,audio,fitness,positive,72,1
14684,12c49449-a896-48cb-a33b-47e8952f23a7,indifferent,23-01-2021 13:46,audio,fitness,neutral,20,1
14685,12c49449-a896-48cb-a33b-47e8952f23a7,want,09-04-2021 01:25,audio,fitness,positive,70,4
14686,12c49449-a896-48cb-a33b-47e8952f23a7,disgust,12-01-2021 10:00,audio,fitness,negative,0,1
14687,12c49449-a896-48cb-a33b-47e8952f23a7,interested,07-05-2021 03:26,audio,fitness,positive,30,5
14688,12c49449-a896-48cb-a33b-47e8952f23a7,interested,03-04-2021 18:34,audio,fitness,positive,30,4
14689,12c49449-a896-48cb-a33b-47e8952f23a7,like,02-04-2021 01:12,audio,fitness,positive,50,4
14690,12c49449-a896-48cb-a33b-47e8952f23a7,cherish,05-01-2021 00:56,audio,fitness,positive,70,1
14691,e949f4c9-81b0-44dd-8a69-0c233134bccd,disgust,17-08-2020 01:53,audio,culture,negative,0,8
14692,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,06-07-2020 00:05,audio,culture,positive,70,7
14693,e949f4c9-81b0-44dd-8a69-0c233134bccd,interested,24-02-2021 00:49,audio,culture,positive,30,2
14694,e949f4c9-81b0-44dd-8a69-0c233134bccd,dislike,05-06-2021 07:46,audio,culture,negative,10,6
14695,e949f4c9-81b0-44dd-8a69-0c233134bccd,disgust,03-01-2021 00:49,audio,culture,negative,0,1
14696,e949f4c9-81b0-44dd-8a69-0c233134bccd,heart,07-02-2021 11:10,audio,culture,positive,60,2
14697,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,26-01-2021 10:31,audio,culture,positive,70,1
14698,e949f4c9-81b0-44dd-8a69-0c233134bccd,intrigued,22-01-2021 07:09,audio,culture,positive,45,1
14699,e949f4c9-81b0-44dd-8a69-0c233134bccd,love,28-01-2021 15:25,audio,culture,positive,65,1
14700,e949f4c9-81b0-44dd-8a69-0c233134bccd,indifferent,27-01-2021 21:25,audio,culture,neutral,20,1
14701,e949f4c9-81b0-44dd-8a69-0c233134bccd,adore,31-05-2021 04:45,audio,culture,positive,72,5
14702,e949f4c9-81b0-44dd-8a69-0c233134bccd,scared,26-01-2021 12:10,audio,culture,negative,15,1
14703,e949f4c9-81b0-44dd-8a69-0c233134bccd,scared,21-02-2021 21:45,audio,culture,negative,15,2
14704,e949f4c9-81b0-44dd-8a69-0c233134bccd,hate,24-08-2020 13:17,audio,culture,negative,5,8
14705,e949f4c9-81b0-44dd-8a69-0c233134bccd,cherish,12-01-2021 10:17,audio,culture,positive,70,1
14706,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,21-06-2020 20:48,audio,culture,positive,70,6
14707,e949f4c9-81b0-44dd-8a69-0c233134bccd,dislike,07-09-2020 13:19,audio,culture,negative,10,9
14708,e949f4c9-81b0-44dd-8a69-0c233134bccd,like,06-07-2020 22:56,audio,culture,positive,50,7
14709,e949f4c9-81b0-44dd-8a69-0c233134bccd,love,01-03-2021 23:40,audio,culture,positive,65,3
14710,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,hate,05-12-2020 08:17,photo,travel,negative,5,12
14711,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,scared,11-05-2021 04:30,photo,travel,negative,15,5
14712,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,08-06-2021 17:46,photo,travel,positive,45,6
14713,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,like,19-07-2020 03:20,photo,travel,positive,50,7
14714,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,dislike,23-08-2020 22:49,photo,travel,negative,10,8
14715,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,indifferent,07-06-2021 16:28,photo,travel,neutral,20,6
14716,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,peeking,06-11-2020 16:38,photo,travel,neutral,35,11
14717,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,want,17-12-2020 16:31,photo,travel,positive,70,12
14718,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,super love,03-12-2020 06:23,photo,travel,positive,75,12
14719,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,worried,05-03-2021 02:57,photo,travel,negative,12,3
14720,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,12-02-2021 23:49,photo,travel,positive,45,2
14721,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,like,13-04-2021 02:31,photo,travel,positive,50,4
14722,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,indifferent,08-12-2020 08:49,photo,travel,neutral,20,12
14723,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,scared,13-05-2021 17:36,photo,travel,negative,15,5
14724,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,adore,22-09-2020 12:09,photo,travel,positive,72,9
14725,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,cherish,03-11-2020 13:58,photo,travel,positive,70,11
14726,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,interested,25-05-2021 03:59,photo,travel,positive,30,5
14727,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,cherish,05-03-2021 14:45,photo,travel,positive,70,3
14728,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,hate,21-11-2020 04:41,photo,travel,negative,5,11
14729,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,adore,18-12-2020 06:42,photo,travel,positive,72,12
14730,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,hate,03-02-2021 05:41,photo,travel,negative,5,2
14731,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,cherish,09-09-2020 12:37,photo,travel,positive,70,9
14732,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,indifferent,08-08-2020 03:34,photo,travel,neutral,20,8
14733,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,interested,20-02-2021 01:25,photo,travel,positive,30,2
14734,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,want,13-04-2021 18:11,photo,travel,positive,70,4
14735,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,dislike,08-11-2020 08:25,photo,travel,negative,10,11
14736,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,want,17-12-2020 01:45,photo,travel,positive,70,12
14737,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,17-09-2020 15:43,photo,travel,positive,45,9
14738,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,peeking,19-11-2020 04:50,photo,travel,neutral,35,11
14739,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,heart,23-01-2021 22:12,photo,travel,positive,60,1
14740,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,want,06-01-2021 03:11,photo,travel,positive,70,1
14741,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,peeking,07-02-2021 12:52,photo,travel,neutral,35,2
14742,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,hate,05-05-2021 21:35,photo,travel,negative,5,5
14743,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,heart,03-12-2020 07:42,photo,travel,positive,60,12
14744,1735c0ee-4834-4428-8e6c-014e8fd44bc5,cherish,24-11-2020 20:59,video,technology,positive,70,11
14745,1735c0ee-4834-4428-8e6c-014e8fd44bc5,love,14-06-2021 18:06,video,technology,positive,65,6
14746,1735c0ee-4834-4428-8e6c-014e8fd44bc5,disgust,23-12-2020 03:14,video,technology,negative,0,12
14747,1735c0ee-4834-4428-8e6c-014e8fd44bc5,want,30-07-2020 20:04,video,technology,positive,70,7
14748,1735c0ee-4834-4428-8e6c-014e8fd44bc5,dislike,05-01-2021 22:34,video,technology,negative,10,1
14749,1735c0ee-4834-4428-8e6c-014e8fd44bc5,want,02-10-2020 15:57,video,technology,positive,70,10
14750,1735c0ee-4834-4428-8e6c-014e8fd44bc5,intrigued,25-02-2021 11:00,video,technology,positive,45,2
14751,1735c0ee-4834-4428-8e6c-014e8fd44bc5,peeking,26-04-2021 16:17,video,technology,neutral,35,4
14752,1735c0ee-4834-4428-8e6c-014e8fd44bc5,adore,29-10-2020 11:30,video,technology,positive,72,10
14753,1735c0ee-4834-4428-8e6c-014e8fd44bc5,indifferent,07-07-2020 16:05,video,technology,neutral,20,7
14754,1735c0ee-4834-4428-8e6c-014e8fd44bc5,interested,11-01-2021 10:40,video,technology,positive,30,1
14755,1735c0ee-4834-4428-8e6c-014e8fd44bc5,scared,11-09-2020 08:22,video,technology,negative,15,9
14756,1735c0ee-4834-4428-8e6c-014e8fd44bc5,peeking,31-10-2020 15:42,video,technology,neutral,35,10
14757,1735c0ee-4834-4428-8e6c-014e8fd44bc5,peeking,05-10-2020 07:33,video,technology,neutral,35,10
14758,1735c0ee-4834-4428-8e6c-014e8fd44bc5,scared,03-06-2021 05:20,video,technology,negative,15,6
14759,1735c0ee-4834-4428-8e6c-014e8fd44bc5,peeking,01-04-2021 03:02,video,technology,neutral,35,4
14760,1735c0ee-4834-4428-8e6c-014e8fd44bc5,disgust,30-06-2020 15:31,video,technology,negative,0,6
14761,1735c0ee-4834-4428-8e6c-014e8fd44bc5,hate,13-02-2021 20:19,video,technology,negative,5,2
14762,1735c0ee-4834-4428-8e6c-014e8fd44bc5,heart,19-05-2021 03:44,video,technology,positive,60,5
14763,1735c0ee-4834-4428-8e6c-014e8fd44bc5,cherish,08-04-2021 04:00,video,technology,positive,70,4
14764,1735c0ee-4834-4428-8e6c-014e8fd44bc5,interested,13-09-2020 06:03,video,technology,positive,30,9
14765,1735c0ee-4834-4428-8e6c-014e8fd44bc5,scared,17-01-2021 21:04,video,technology,negative,15,1
14766,1735c0ee-4834-4428-8e6c-014e8fd44bc5,like,26-02-2021 05:07,video,technology,positive,50,2
14767,1735c0ee-4834-4428-8e6c-014e8fd44bc5,like,28-01-2021 06:06,video,technology,positive,50,1
14768,1735c0ee-4834-4428-8e6c-014e8fd44bc5,dislike,10-02-2021 15:24,video,technology,negative,10,2
14769,1735c0ee-4834-4428-8e6c-014e8fd44bc5,worried,24-03-2021 22:41,video,technology,negative,12,3
14770,1735c0ee-4834-4428-8e6c-014e8fd44bc5,want,27-06-2020 00:13,video,technology,positive,70,6
14771,1735c0ee-4834-4428-8e6c-014e8fd44bc5,want,08-07-2020 21:44,video,technology,positive,70,7
14772,1735c0ee-4834-4428-8e6c-014e8fd44bc5,cherish,06-02-2021 17:10,video,technology,positive,70,2
14773,1735c0ee-4834-4428-8e6c-014e8fd44bc5,heart,25-03-2021 18:31,video,technology,positive,60,3
14774,1735c0ee-4834-4428-8e6c-014e8fd44bc5,heart,05-05-2021 14:04,video,technology,positive,60,5
14775,1735c0ee-4834-4428-8e6c-014e8fd44bc5,dislike,04-10-2020 01:13,video,technology,negative,10,10
14776,1735c0ee-4834-4428-8e6c-014e8fd44bc5,disgust,12-08-2020 10:44,video,technology,negative,0,8
14777,1735c0ee-4834-4428-8e6c-014e8fd44bc5,hate,08-03-2021 12:43,video,technology,negative,5,3
14778,fdca8d15-966b-4825-8133-1fafc5c1f9fc,like,03-12-2020 13:36,video,dogs,positive,50,12
14779,fdca8d15-966b-4825-8133-1fafc5c1f9fc,scared,29-06-2020 01:57,video,dogs,negative,15,6
14780,fdca8d15-966b-4825-8133-1fafc5c1f9fc,heart,08-09-2020 19:05,video,dogs,positive,60,9
14781,fdca8d15-966b-4825-8133-1fafc5c1f9fc,cherish,14-03-2021 00:23,video,dogs,positive,70,3
14782,fdca8d15-966b-4825-8133-1fafc5c1f9fc,dislike,03-03-2021 03:22,video,dogs,negative,10,3
14783,fdca8d15-966b-4825-8133-1fafc5c1f9fc,heart,01-04-2021 02:08,video,dogs,positive,60,4
14784,fdca8d15-966b-4825-8133-1fafc5c1f9fc,cherish,19-02-2021 13:09,video,dogs,positive,70,2
14785,fdca8d15-966b-4825-8133-1fafc5c1f9fc,worried,30-11-2020 22:17,video,dogs,negative,12,11
14786,fdca8d15-966b-4825-8133-1fafc5c1f9fc,adore,28-11-2020 09:05,video,dogs,positive,72,11
14787,fdca8d15-966b-4825-8133-1fafc5c1f9fc,super love,07-11-2020 05:39,video,dogs,positive,75,11
14788,fdca8d15-966b-4825-8133-1fafc5c1f9fc,peeking,09-12-2020 14:12,video,dogs,neutral,35,12
14789,fdca8d15-966b-4825-8133-1fafc5c1f9fc,heart,10-03-2021 23:12,video,dogs,positive,60,3
14790,fdca8d15-966b-4825-8133-1fafc5c1f9fc,hate,15-03-2021 10:48,video,dogs,negative,5,3
14791,fdca8d15-966b-4825-8133-1fafc5c1f9fc,adore,30-11-2020 02:31,video,dogs,positive,72,11
14792,fdca8d15-966b-4825-8133-1fafc5c1f9fc,want,16-05-2021 05:14,video,dogs,positive,70,5
14793,fdca8d15-966b-4825-8133-1fafc5c1f9fc,scared,05-10-2020 17:50,video,dogs,negative,15,10
14794,fdca8d15-966b-4825-8133-1fafc5c1f9fc,interested,11-01-2021 09:31,video,dogs,positive,30,1
14795,fdca8d15-966b-4825-8133-1fafc5c1f9fc,heart,15-04-2021 18:42,video,dogs,positive,60,4
14796,fdca8d15-966b-4825-8133-1fafc5c1f9fc,super love,02-12-2020 17:28,video,dogs,positive,75,12
14797,fdca8d15-966b-4825-8133-1fafc5c1f9fc,like,16-10-2020 15:37,video,dogs,positive,50,10
14798,fdca8d15-966b-4825-8133-1fafc5c1f9fc,scared,19-11-2020 23:27,video,dogs,negative,15,11
14799,fdca8d15-966b-4825-8133-1fafc5c1f9fc,hate,27-11-2020 18:44,video,dogs,negative,5,11
14800,fdca8d15-966b-4825-8133-1fafc5c1f9fc,adore,27-08-2020 03:26,video,dogs,positive,72,8
14801,fdca8d15-966b-4825-8133-1fafc5c1f9fc,disgust,01-07-2020 08:20,video,dogs,negative,0,7
14802,fdca8d15-966b-4825-8133-1fafc5c1f9fc,super love,24-06-2020 23:19,video,dogs,positive,75,6
14803,fdca8d15-966b-4825-8133-1fafc5c1f9fc,intrigued,26-06-2020 22:03,video,dogs,positive,45,6
14804,fdca8d15-966b-4825-8133-1fafc5c1f9fc,indifferent,26-06-2020 12:26,video,dogs,neutral,20,6
14805,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,cherish,04-12-2020 23:58,GIF,veganism,positive,70,12
14806,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,hate,02-12-2020 20:40,GIF,veganism,negative,5,12
14807,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,worried,22-11-2020 14:14,GIF,veganism,negative,12,11
14808,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,peeking,19-04-2021 18:43,GIF,veganism,neutral,35,4
14809,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,love,07-02-2021 08:29,GIF,veganism,positive,65,2
14810,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,cherish,20-09-2020 20:28,GIF,veganism,positive,70,9
14811,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,worried,09-03-2021 05:00,GIF,veganism,negative,12,3
14812,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,interested,11-09-2020 14:21,GIF,veganism,positive,30,9
14813,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,peeking,23-01-2021 08:17,GIF,veganism,neutral,35,1
14814,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,hate,17-11-2020 09:11,GIF,veganism,negative,5,11
14815,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,want,06-12-2020 10:04,GIF,veganism,positive,70,12
14816,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,peeking,31-08-2020 06:58,GIF,veganism,neutral,35,8
14817,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,dislike,15-01-2021 07:22,GIF,veganism,negative,10,1
14818,116451da-4b67-4bcb-b43b-b19a914e0d36,hate,02-12-2020 04:28,video,food,negative,5,12
14819,116451da-4b67-4bcb-b43b-b19a914e0d36,cherish,25-04-2021 16:12,video,food,positive,70,4
14820,116451da-4b67-4bcb-b43b-b19a914e0d36,dislike,23-02-2021 09:38,video,food,negative,10,2
14821,116451da-4b67-4bcb-b43b-b19a914e0d36,scared,28-10-2020 22:17,video,food,negative,15,10
14822,116451da-4b67-4bcb-b43b-b19a914e0d36,love,14-05-2021 04:05,video,food,positive,65,5
14823,116451da-4b67-4bcb-b43b-b19a914e0d36,scared,13-06-2021 13:35,video,food,negative,15,6
14824,116451da-4b67-4bcb-b43b-b19a914e0d36,dislike,07-04-2021 14:40,video,food,negative,10,4
14825,116451da-4b67-4bcb-b43b-b19a914e0d36,cherish,07-06-2021 10:24,video,food,positive,70,6
14826,116451da-4b67-4bcb-b43b-b19a914e0d36,disgust,31-03-2021 19:51,video,food,negative,0,3
14827,116451da-4b67-4bcb-b43b-b19a914e0d36,want,23-01-2021 16:10,video,food,positive,70,1
14828,116451da-4b67-4bcb-b43b-b19a914e0d36,interested,21-09-2020 16:37,video,food,positive,30,9
14829,116451da-4b67-4bcb-b43b-b19a914e0d36,cherish,23-03-2021 01:23,video,food,positive,70,3
14830,116451da-4b67-4bcb-b43b-b19a914e0d36,want,23-10-2020 11:05,video,food,positive,70,10
14831,116451da-4b67-4bcb-b43b-b19a914e0d36,cherish,01-11-2020 14:06,video,food,positive,70,11
14832,116451da-4b67-4bcb-b43b-b19a914e0d36,want,23-11-2020 11:18,video,food,positive,70,11
14833,116451da-4b67-4bcb-b43b-b19a914e0d36,cherish,23-05-2021 01:57,video,food,positive,70,5
14834,116451da-4b67-4bcb-b43b-b19a914e0d36,hate,02-10-2020 11:31,video,food,negative,5,10
14835,116451da-4b67-4bcb-b43b-b19a914e0d36,super love,03-03-2021 10:41,video,food,positive,75,3
14836,116451da-4b67-4bcb-b43b-b19a914e0d36,like,15-12-2020 20:51,video,food,positive,50,12
14837,116451da-4b67-4bcb-b43b-b19a914e0d36,adore,07-11-2020 18:49,video,food,positive,72,11
14838,116451da-4b67-4bcb-b43b-b19a914e0d36,super love,10-10-2020 03:28,video,food,positive,75,10
14839,116451da-4b67-4bcb-b43b-b19a914e0d36,adore,03-08-2020 17:40,video,food,positive,72,8
14840,116451da-4b67-4bcb-b43b-b19a914e0d36,heart,31-12-2020 04:14,video,food,positive,60,12
14841,116451da-4b67-4bcb-b43b-b19a914e0d36,heart,17-08-2020 04:49,video,food,positive,60,8
14842,116451da-4b67-4bcb-b43b-b19a914e0d36,interested,20-06-2020 07:08,video,food,positive,30,6
14843,116451da-4b67-4bcb-b43b-b19a914e0d36,indifferent,02-11-2020 16:17,video,food,neutral,20,11
14844,116451da-4b67-4bcb-b43b-b19a914e0d36,peeking,27-11-2020 03:45,video,food,neutral,35,11
14845,116451da-4b67-4bcb-b43b-b19a914e0d36,worried,16-04-2021 14:38,video,food,negative,12,4
14846,116451da-4b67-4bcb-b43b-b19a914e0d36,worried,15-11-2020 07:03,video,food,negative,12,11
14847,116451da-4b67-4bcb-b43b-b19a914e0d36,peeking,09-09-2020 09:32,video,food,neutral,35,9
14848,116451da-4b67-4bcb-b43b-b19a914e0d36,adore,09-08-2020 04:49,video,food,positive,72,8
14849,116451da-4b67-4bcb-b43b-b19a914e0d36,indifferent,22-03-2021 13:19,video,food,neutral,20,3
14850,116451da-4b67-4bcb-b43b-b19a914e0d36,hate,11-12-2020 04:16,video,food,negative,5,12
14851,c39f187c-932b-4403-ba6f-e081b235dbd4,heart,13-09-2020 20:10,video,travel,positive,60,9
14852,c39f187c-932b-4403-ba6f-e081b235dbd4,super love,07-09-2020 01:09,video,travel,positive,75,9
14853,c39f187c-932b-4403-ba6f-e081b235dbd4,worried,27-07-2020 02:56,video,travel,negative,12,7
14854,c39f187c-932b-4403-ba6f-e081b235dbd4,hate,16-09-2020 15:19,video,travel,negative,5,9
14855,c39f187c-932b-4403-ba6f-e081b235dbd4,adore,02-03-2021 21:26,video,travel,positive,72,3
14856,c39f187c-932b-4403-ba6f-e081b235dbd4,indifferent,23-08-2020 19:55,video,travel,neutral,20,8
14857,c39f187c-932b-4403-ba6f-e081b235dbd4,like,01-04-2021 04:34,video,travel,positive,50,4
14858,c39f187c-932b-4403-ba6f-e081b235dbd4,want,07-01-2021 07:34,video,travel,positive,70,1
14859,c39f187c-932b-4403-ba6f-e081b235dbd4,adore,07-11-2020 05:38,video,travel,positive,72,11
14860,c39f187c-932b-4403-ba6f-e081b235dbd4,love,26-04-2021 05:31,video,travel,positive,65,4
